time,query,answer,AnswerImageUrl,intent,ner_tag,timepoint,day,detailloc
0:12:50,후생 ,한국어 너무 어려워요         말씀 좀 자세히    좀     부탁드립니다       ,,교내학식,후생관,전체,수요일,인식하지못함
0:12:54,후생관 메뉴 ,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
0:13:1,정치외교학과 과사무실,사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
0:13:52,공대 위치,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
0:13:57,공대1호관 위치,http   kko to CkuqQxvV4r,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,1호관
0:13:59,공1,한국어 너무 어려워요         조금 더 자세히 입력해주세요        ,,위치,인식하지못함,인식하지못함,인식하지못함,1호관
0:14:2,상1,http   kko to uBHJANoJTm,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,1호관
0:14:6,상3,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
0:14:8,인문1,         무슨 말인지 잘 모르겠어요  어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,1호관
0:14:13,인문대1,http   kko to SpLnzD3vLw,,위치,전북대학교 인문대학,인식하지못함,인식하지못함,1호관
0:14:20,글인관,http   kko to LHHOaXatZc,,위치,전북대학교 글로벌인재관,인식하지못함,인식하지못함,인식하지못함
0:20:12,교내공지, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:2,공지, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:4,장학금, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:6,바보,아직 공부를 별로 안했어요          조금만 더 쉽게 말해주세요      ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:7,멍청이,이해하기가 힘들어요        조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:9,안녕,아직 공부를 별로 안했어요          더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:10,안내, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:13,너 바보니 ,너무 어려워요                 어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:24,장학금, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:26,공지 띄워, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:29,공지, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:33,공지내놔, 공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 2023년도 동계WORKSHOP SPSS를 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51720 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:21:39,후생관,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
0:21:42,진수원,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:21:44,진수당,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:22:10,진수,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:22:13,진수당,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:22:17,진수당 메뉴,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:22:20,위치,한국어 너무 어려워요         어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:22:28,정외,         무슨 말인지 잘 모르겠어요  말씀 좀 자세히    좀     부탁드립니다       ,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
0:22:28,후생관 메뉴,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
0:22:31,정외과 과사,사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
0:22:33,기숙사 메뉴,아직 공부를 별로 안했어요          혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
0:22:34,정외 과사,사무실   인문사회관 326호 3층   T 063 270 2934 F 063 270 2935,,학과사무실,정치외교학과,인식하지못함,인식하지못함,인식하지못함
0:22:36,긱사 메뉴,한국어 너무 어려워요         혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
0:22:37,긱사,아직 공부를 별로 안했어요          혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
0:22:38,정치외교 과사,         무슨 말인지 잘 모르겠어요  혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:22:40,기숙사,너무 어려워요                 더 자세히 말씀해주실 수 있나요              ,,위치,전북대학교 생활관,인식하지못함,인식하지못함,인식하지못함
0:22:45,기시공 과사,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:22:48,기시공,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:22:54,기계시스템,사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
0:23:10,진수원,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:23:16,참빛관,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
0:23:17,  ,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
0:23:20,     ,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
0:23:21,진수원,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:23:22,기시공,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:23:25,기공,사무실   공대 1호관 132호 T 063 270 2276 F 063 270 2285,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
0:23:27,항공,         무슨 말인지 잘 모르겠어요  혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:23:33,긱사 위치,         무슨 말인지 잘 모르겠어요  혹시 식당 운영시간을 검색하시나요  어떤 식당인지도 알려주실래요            ,,교내식당 운영시간,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:23:37,긱사 위치,         무슨 말인지 잘 모르겠어요  혹시 식당 운영시간을 검색하시나요  어떤 식당인지도 알려주실래요            ,,교내식당 운영시간,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:23:39,기숙사 위치,http   kko to OhEsUqEL6d,,위치,전북대학교 생활관,인식하지못함,인식하지못함,인식하지못함
0:23:55,항공우주공학과 과사,사무실   공대 9호관 620호 T 063 270 2468 F 063 270 2472,,학과사무실,항공우주공학과,인식하지못함,인식하지못함,인식하지못함
0:26:50,진수원,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:35:1,진수원,교내학식 진수원의 경우 데이터가 존재하지 않아요,,교내학식,진수원,아침,수요일,인식하지못함
0:38:10,진수원,교내학식 진수원의 경우 데이터가 존재하지 않아요,,교내학식,진수원,아침,수요일,인식하지못함
0:38:10,진수원,교내학식 진수원의 경우 데이터가 존재하지 않아요,,교내학식,진수원,아침,수요일,인식하지못함
0:38:13,진수원,교내학식 진수원의 경우 데이터가 존재하지 않아요,,교내학식,진수원,아침,수요일,인식하지못함
0:38:35,진수원,교내학식 진수원의 경우 데이터가 존재하지 않아요,,교내학식,진수원,아침,수요일,인식하지못함
0:40:19,도북아,         무슨 말인지 잘 모르겠어요  조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:40:19,진수원,교내학식 진수원의 경우 데이터가 존재하지 않아요,,교내학식,진수원,아침,수요일,인식하지못함
0:40:24,후생관,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
0:40:34,진수당,교내학식 진수원의 경우 데이터가 존재하지 않아요,,교내학식,진수원,아침,수요일,인식하지못함
0:40:40,아니왜,         무슨 말인지 잘 모르겠어요  말씀 좀 자세히    좀     부탁드립니다       ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:40:42,도북아,이해하기가 힘들어요        조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:40:45,바보,아직 공부를 별로 안했어요          말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:40:47,바보,한국어 너무 어려워요         조금만 더 쉽게 말해주세요      ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:40:56,무슨 모델썻어 ,너무 어려워요                 말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:41:1,어떻게 학습해 ,         무슨 말인지 잘 모르겠어요  조금만 더 쉽게 말해주세요      ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:41:8,파이썬 ,이해하기가 힘들어요        더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:41:12,아니이멍청아,너무 어려워요                 어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:41:20,아,너무 어려워요                 말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:43:25,진수원,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
0:43:46,진수원,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
0:43:49,바보,한국어 너무 어려워요         조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:43:50,창의관 밥 뭐양,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,창의관,아침,수요일,인식하지못함
0:43:53,진수당,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
0:43:58,진수원 점심,진수원 수요일 점심 온메밀소바불맛돈불고기계란찜청경채나물,,교내학식,진수원,점심,수요일,인식하지못함
0:48:16, ,알 수 없는 오류가 발생했어요           화면캡쳐후 전송부탁드려요   2266880 naver com ,,,,,,
0:49:17,내 사랑에 세상도 양보한널,총학생회instagram https   www instagram com jbnu ch   총동아리연합회instagram https   www instagram com jbnu dong   홍보대사instagram https   www instagram com jbnu ambassador   전북대학교instagram https   www instagram com jbnu1947   ,,sns안내,전체,인식하지못함,인식하지못함,인식하지못함
0:49:33,약속해줘   서로만 바라보다,총학생회instagram https   www instagram com jbnu ch   총동아리연합회instagram https   www instagram com jbnu dong   홍보대사instagram https   www instagram com jbnu ambassador   전북대학교instagram https   www instagram com jbnu1947   ,,sns안내,전체,인식하지못함,인식하지못함,인식하지못함
0:49:52,바보,한국어 너무 어려워요         조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:56:32,      ,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
0:56:37,직영관  ,         무슨 말인지 잘 모르겠어요  조금만 더 쉽게 말해주세요      ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
0:56:40,직영관   ,한국어 너무 어려워요         혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
0:56:44,직영관 메뉴,이해하기가 힘들어요        혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
0:56:49,참빛 메뉴,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
0:57:43,도서관 위치,http   kko to NhfzGPhWJu,,위치,전북대학교 중앙도서관,인식하지못함,인식하지못함,인식하지못함
0:57:50,도서관 어디야 ,http   kko to NhfzGPhWJu,,위치,전북대학교 중앙도서관,인식하지못함,인식하지못함,인식하지못함
0:57:57,도북아 진수 메뉴 알려줘,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
0:58:2,진수 메뉴,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
0:58:7,진수당 메뉴 알려줘,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
0:58:15,진수당 메뉴,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
1:2:24,기숙사,한국어 너무 어려워요         더 자세히 말씀해주실 수 있나요              ,,위치,전북대학교 생활관,인식하지못함,인식하지못함,인식하지못함
1:8:36,전북대 기숙사,https   www instagram com jbnu1947 ,,sns안내,전북대학교,인식하지못함,인식하지못함,인식하지못함
1:8:44,전북대 기숙사 위치,http   kko to OhEsUqEL6d,,위치,전북대학교 생활관,인식하지못함,인식하지못함,인식하지못함
1:10:4,기숙사 어디,http   kko to OhEsUqEL6d,,위치,전북대학교 생활관,인식하지못함,인식하지못함,인식하지못함
1:10:35,전율 sns,https   www instagram com jbnu ambassador ,,sns안내,홍보대사,인식하지못함,인식하지못함,인식하지못함
1:10:40,전율 계정,https   www instagram com jbnu ambassador ,,sns안내,홍보대사,인식하지못함,인식하지못함,인식하지못함
1:10:43,전율 아이디,https   www instagram com jbnu ambassador ,,sns안내,홍보대사,인식하지못함,인식하지못함,인식하지못함
1:10:48,전율 눈,https   www instagram com jbnu ambassador ,,sns안내,홍보대사,인식하지못함,인식하지못함,인식하지못함
1:10:57,홍보대사 눈,총학생회instagram https   www instagram com jbnu ch   총동아리연합회instagram https   www instagram com jbnu dong   홍보대사instagram https   www instagram com jbnu ambassador   전북대학교instagram https   www instagram com jbnu1947   ,,sns안내,전체,인식하지못함,인식하지못함,인식하지못함
1:11:16,단복입고 돌아다니는 애들 눈,https   www instagram com jbnu ambassador ,,sns안내,홍보대사,인식하지못함,인식하지못함,인식하지못함
1:11:22,전북대 눈,https   www instagram com jbnu1947 ,,sns안내,전북대학교,인식하지못함,인식하지못함,인식하지못함
1:14:51,기시공 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:14:59,it응용 과사정보,사무실   공대 1호관 142호 T 063 270 4773  4778 F 063 270 4542,,학과사무실,it응용시스템공학과,인식하지못함,인식하지못함,인식하지못함
1:15:2,기시 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:15:6,기시공 과사,가지고 있는 데이터가 없어요   ,,학과사무실,기계시스템공학,인식하지못함,인식하지못함,인식하지못함
1:18:17,행정학과 과사,사무실   인문사회관 329호 3층   T 063 270 2943 F 063 270 2944,,학과사무실,행정학과,인식하지못함,인식하지못함,인식하지못함
